Наименование;Новый/Б.у;Марка;Модель;Кузов;Номер;Двигатель;Год;L-R;F-R;U-D;Цвет;Примечание;Цена;Фотография;Статус;Аутентичность;ID
трубка кондиционера;Б.у.;Mercedes Benz;w203 2001-2007;;2712300756;;;-;-;-;;Номер по складу: 2340 Примечание: 271 мотор  в отличном состоянии;963;http://pubimg03.softrazborki.net/phxcycul/3026.jpg,http://pubimg03.softrazborki.net/phxcycul/3027.jpg;В наличии;Оригинальные;0fd854e2-ba77-490f-a204-b228c6e6e0a6
трубка кондиционера;Б.у.;Mercedes Benz;w203 2001-2007;;2712300356;;;-;-;-;;Номер по складу: 2339 Примечание: 271 мотор , в отличном состоянии!!!;1605;http://pubimg03.softrazborki.net/phxcycul/3023.jpg,http://pubimg03.softrazborki.net/phxcycul/3024.jpg,http://pubimg03.softrazborki.net/phxcycul/3025.jpg;В наличии;Оригинальные;86cb4c18-56b4-454f-8f8a-a14f430a1f64
трубка кондиционера;Б.у.;Mercedes Benz;S-class;w220 >1998-2005;a1132300456;;;-;-;-;;Номер по складу: 2267 Примечание: в отличном состоянии!!!;856;http://pubimg03.softrazborki.net/phxcycul/2750.jpg,http://pubimg03.softrazborki.net/phxcycul/2751.jpg,http://pubimg03.softrazborki.net/phxcycul/2752.jpg;В наличии;Оригинальные;89892888-009a-48f6-8895-a1fcaf53218f
трубка кондиционера;Б.у.;Mercedes Benz;S-class;w220 >1998-2005;32;;;-;-;-;;Номер по складу: 2282 Примечание:  отличное состояние.;1070;http://pubimg03.softrazborki.net/phxcycul/2801.jpg,http://pubimg03.softrazborki.net/phxcycul/2802.jpg,http://pubimg03.softrazborki.net/phxcycul/2803.jpg,http://pubimg03.softrazborki.net/phxcycul/2804.jpg,http://pubimg03.softrazborki.net/phxcycul/2805.jpg;В наличии;Оригинальные;e6f922b4-e0ea-4199-b631-9deb8b0ab81f
трубка кондиционера;Б.у.;Honda;CR-V 1996-2002;;rd1;;;-;-;-;;Номер по складу: 6493;535;http://pubimg03.softrazborki.net/phxcycul/14473.JPG,http://pubimg03.softrazborki.net/phxcycul/14474.JPG,http://pubimg03.softrazborki.net/phxcycul/14475.JPG;В наличии;Оригинальные;87314e13-c341-49d9-bf04-9e6e684ca0b0
трубка кондиционера;Б.у.;BMW;3-серия E90/E91 2005>;;E90;;;-;-;-;;Номер по складу: 7528 Примечание: В отличном состоянии, без пробега по РФ.;650;http://pubimg03.softrazborki.net/phxcycul/16447.JPG;В наличии;Оригинальные;40c5aebe-d132-45eb-8014-a03c074a8d8d
трубка кондиционера;Б.у.;Honda;Accord VII 2003-2007;;cl9;;;-;-;-;;Номер по складу: 6340;535;http://pubimg03.softrazborki.net/phxcycul/14239.JPG;В наличии;Оригинальные;343deba5-4e04-4d95-acfc-9afc1b10bb8e
трубка кондиционера;Б.у.;Toyota;mark 2 (gx100) 1996-2000;;gx100;;;-;-;-;;Номер по складу: 8157 Примечание: цена за штуку;500;http://pubimg03.softrazborki.net/phxcycul/17651.JPG,http://pubimg03.softrazborki.net/phxcycul/17652.JPG,http://pubimg03.softrazborki.net/phxcycul/17653.JPG,http://pubimg03.softrazborki.net/phxcycul/17654.JPG;В наличии;Оригинальные;0cf03849-43a5-4489-9180-988c4254aa43
трубка кондиционера;Б.у.;Mercedes Benz;w203 2001-2007;;2712300056;;;-;-;-;;Номер по складу: 2338 Примечание: 271 мотор   в отличном состоянии...;1338;http://pubimg03.softrazborki.net/phxcycul/3021.jpg,http://pubimg03.softrazborki.net/phxcycul/3022.jpg;В наличии;Оригинальные;1ed0543f-3110-45c1-9d31-8a699b5244ea
трубка кондиционера;Б.у.;BMW;;;e46;;;-;-;-;;Номер по складу: 6097;535;http://pubimg03.softrazborki.net/phxcycul/13887.JPG;В наличии;Оригинальные;f42902cc-70d1-4de3-aaa4-8ce1def4eafb
трубка кондиционера;Б.у.;Honda;Stream (rn1) 2000-2006;;rn1;;;-;-;-;;Номер по складу: 7872 Примечание: цена за штуку;555;http://pubimg03.softrazborki.net/phxcycul/17080.JPG,http://pubimg03.softrazborki.net/phxcycul/17081.JPG,http://pubimg03.softrazborki.net/phxcycul/17082.JPG;В наличии;Оригинальные;25cadcec-dd4b-4fe1-81aa-9577116f6663
трубка кондиционера;Б.у.;Mercedes Benz;;;w163;;;-;-;-;;Номер по складу: 6341;749;http://pubimg03.softrazborki.net/phxcycul/14240.JPG,http://pubimg03.softrazborki.net/phxcycul/14242.JPG;В наличии;Оригинальные;b5b30e1d-f858-4e23-883d-945500eb8118
трубка кондиционера;Б.у.;BMW;5-серия E60/E61 2003-2009;;Е60;;;-;-;-;;Номер по складу: 7242 Примечание: В отличном состоянии, без пробега по РФ. Цена за шт.;500;http://pubimg03.softrazborki.net/phxcycul/15950.JPG;В наличии;Оригинальные;84d10370-368e-457e-a3c6-73dc1e138527
трубка кондиционера;Б.у.;Audi;A4 (B7) 2005-2007;;38909099;;;-;-;-;;Номер по складу: 1725 Примечание: в отличнгм состоянии;1605;http://pubimg03.softrazborki.net/phxcycul/1410.jpg,http://pubimg03.softrazborki.net/phxcycul/1411.jpg,http://pubimg03.softrazborki.net/phxcycul/1412.jpg,http://pubimg03.softrazborki.net/phxcycul/1413.jpg,http://pubimg03.softrazborki.net/phxcycul/1414.jpg,http://pubimg03.softrazborki.net/phxcycul/1415.jpg,http://pubimg03.softrazborki.net/phxcycul/1416.jpg;В наличии;Оригинальные;9fcb637a-28eb-4eb5-ba35-843f26247096
трубка кондиционера;Б.у.;BMW;7-серия E65/E66 2001-2008;;64536922694;;;-;-;-;;Номер по складу: 5033;1070;http://pubimg03.softrazborki.net/phxcycul/11762.jpg,http://pubimg03.softrazborki.net/phxcycul/11763.jpg;В наличии;Оригинальные;d54ad713-a775-4bbf-b3f1-83822ae672f7
трубка кондиционера;Б.у.;Mercedes Benz;W211 E-Klasse 2002-2009;;2118301315;;;-;-;-;;Номер по складу: 4749 Примечание: 272;1070;http://pubimg03.softrazborki.net/phxcycul/10831.jpg,http://pubimg03.softrazborki.net/phxcycul/10832.jpg,http://pubimg03.softrazborki.net/phxcycul/10833.jpg;В наличии;Оригинальные;4bcc5c98-c75e-4c22-b0a8-7ceb9a12ba84
трубка кондиционера;Б.у.;Mercedes Benz;W211 E-Klasse 2002-2009;;2118303515;;;-;-;-;;Номер по складу: 4748 Примечание: 272;1070;http://pubimg03.softrazborki.net/phxcycul/10828.jpg,http://pubimg03.softrazborki.net/phxcycul/10829.jpg,http://pubimg03.softrazborki.net/phxcycul/10830.jpg;В наличии;Оригинальные;6a6c8895-ed9b-4898-95a5-7cfeb8ddc724
трубка кондиционера;Б.у.;Mercedes Benz;;;w163;;;-;-;-;;Номер по складу: 6342;749;http://pubimg03.softrazborki.net/phxcycul/14243.JPG,http://pubimg03.softrazborki.net/phxcycul/14244.JPG;В наличии;Оригинальные;6a798658-75ca-4953-b9fb-808092215ff3
трубка кондиционера;Б.у.;BMW;;;e46;;;-;-;-;;Номер по складу: 6037;963;http://pubimg03.softrazborki.net/phxcycul/13815.JPG;В наличии;Оригинальные;3d4b9f0c-6b51-4995-9acf-55693fc09839
трубка кондиционера;Б.у.;Mercedes Benz;W211 E-Klasse 2002-2009;;2118301315;;;-;-;-;;Номер по складу: 4425 Примечание: в отличном состоянии;1070;http://pubimg03.softrazborki.net/phxcycul/9819.JPG,http://pubimg03.softrazborki.net/phxcycul/9820.JPG;В наличии;Оригинальные;4f71ed53-af1a-4abb-81ed-55e24888e572
трубка кондиционера;Б.у.;Honda;Stream (rn1) 2000-2006;;rn1;;;-;-;-;;Номер по складу: 7852;500;http://pubimg03.softrazborki.net/phxcycul/17046.JPG,http://pubimg03.softrazborki.net/phxcycul/17047.JPG;В наличии;Оригинальные;5e3c4144-d4e8-4336-b11d-59cc5de7c60f
трубка кондиционера;Б.у.;Mercedes Benz;W210 E-Klasse 1995-2000;;w21;;;-;-;-;;Номер по складу: 2716 Примечание: в отличном состоянии!!!  по совместимости уточняйте у менеджера!;1605;http://pubimg03.softrazborki.net/phxcycul/4102.jpg,http://pubimg03.softrazborki.net/phxcycul/4103.jpg;В наличии;Оригинальные;095182ff-73a4-4a65-be66-5f204a26e088
трубка кондиционера;Б.у.;Honda;CR-V 1996-2002;;rd1;;;-;-;-;;Номер по складу: 6371;321;http://pubimg03.softrazborki.net/phxcycul/14290.JPG;В наличии;Оригинальные;5a5d2f8e-d986-4fd6-b7b8-5c3ff2ba9fbd
трубка кондиционера;Б.у.;BMW;3-серия E90/E91 2005>;;109;;;-;-;-;;Номер по складу: 4096 Примечание: в отличном состоянии;1605;http://pubimg03.softrazborki.net/phxcycul/8906.JPG,http://pubimg03.softrazborki.net/phxcycul/8907.JPG;В наличии;Оригинальные;d45764cb-cb19-4590-af08-67d265de3849
трубка кондиционера;Б.у.;Honda;Stream (rn1) 2000-2006;;rn1;;;-;-;-;;Номер по складу: 7873 Примечание: цена за штуку;555;http://pubimg03.softrazborki.net/phxcycul/17083.JPG,http://pubimg03.softrazborki.net/phxcycul/17084.JPG,http://pubimg03.softrazborki.net/phxcycul/17085.JPG;В наличии;Оригинальные;56668b96-1960-485d-87ca-62187f639caa
трубка кондиционера;Б.у.;BMW;5-серия E60/E61 2003-2009;;Е60;;;-;-;-;;Номер по складу: 7243 Примечание: В отличном состоянии, без пробега по РФ. Цена за шт.;500;http://pubimg03.softrazborki.net/phxcycul/15951.JPG;В наличии;Оригинальные;fc36b0c5-2d81-46c0-b56d-63833c30c7aa
трубка кондиционера;Б.у.;Peugeot;207;;207;;;-;-;-;;Номер по складу: 6996 Примечание: В отличном состоянии, без пробега по РФ. Рестайлинг.;3000;http://pubimg03.softrazborki.net/phxcycul/15481.JPG,http://pubimg03.softrazborki.net/phxcycul/15482.JPG,http://pubimg03.softrazborki.net/phxcycul/15483.JPG,http://pubimg03.softrazborki.net/phxcycul/15484.JPG;В наличии;Оригинальные;1aeb1417-00ae-41b9-95f9-4326955fa582
трубка кондиционера;Б.у.;BMW;5-серия E39 1995-2003;;64;;;-;-;-;;Номер по складу: 4250 Примечание: в отличном состоянии!!!;1070;http://pubimg03.softrazborki.net/phxcycul/9374.JPG,http://pubimg03.softrazborki.net/phxcycul/9375.JPG,http://pubimg03.softrazborki.net/phxcycul/9376.JPG;В наличии;Оригинальные;277badd3-75e4-4486-a84a-4a13ed5bf8f3
трубка кондиционера;Б.у.;mark2;;;gx110;;;-;-;-;;Номер по складу: 6345;535;http://pubimg03.softrazborki.net/phxcycul/14249.JPG;В наличии;Оригинальные;90dff15a-f9c7-42af-8870-517c83e12b6b
трубка кондиционера;Б.у.;Audi;;;a4b5;;;-;-;-;;Номер по складу: 6096 Примечание: 8e0260701ba;1391;http://pubimg03.softrazborki.net/phxcycul/13886.JPG;В наличии;Оригинальные;9cdd8f20-ef63-4d99-b7a5-2973dff9f837
трубка кондиционера;Б.у.;Nissan;Wingroad (wfy11) 1999-2005;;wtf11;;;-;-;-;;Номер по складу: 7636 Примечание: за штуку;589;http://pubimg03.softrazborki.net/phxcycul/16656.JPG;В наличии;Оригинальные;3aba72b1-abda-4c91-b8ad-3554bdc610c2
трубка кондиционера;Б.у.;Toyota;Avensis II 2003-2008;;2;;;-;-;-;;Номер по складу: 3346 Примечание: в идеальном состоянии;1070;http://pubimg03.softrazborki.net/phxcycul/6301.jpg,http://pubimg03.softrazborki.net/phxcycul/6302.jpg,http://pubimg03.softrazborki.net/phxcycul/6303.jpg,http://pubimg03.softrazborki.net/phxcycul/6304.jpg;В наличии;Оригинальные;870bec1a-cae0-4de5-8611-36a2aef883cc
трубка кондиционера;Б.у.;BMW;3-серия E46 1998-2005;;6909257;;;-;-;-;;Номер по складу: 3736 Примечание: в отличном состоянии  с датчиком давления!!!  можно датчик отдельно!;1605;http://pubimg03.softrazborki.net/phxcycul/7666.jpg,http://pubimg03.softrazborki.net/phxcycul/7667.jpg,http://pubimg03.softrazborki.net/phxcycul/7668.jpg,http://pubimg03.softrazborki.net/phxcycul/7669.jpg;В наличии;Оригинальные;75197076-b160-440b-8a71-333705379088
трубка кондиционера;Б.у.;BMW;5-серия E39 1995-2003;;31314;;;-;-;-;;Номер по складу: 4249 Примечание: в отличном состоянии;1605;http://pubimg03.softrazborki.net/phxcycul/9371.JPG,http://pubimg03.softrazborki.net/phxcycul/9372.JPG,http://pubimg03.softrazborki.net/phxcycul/9373.JPG;В наличии;Оригинальные;5253af15-c328-48af-a78c-327133774b99
трубка кондиционера;Б.у.;Mercedes Benz;S-class;w220 >1998-2005;a2208301915;;;-;-;-;;Номер по складу: 2136 Примечание: Состояние: Отличное  Сторона: право  Снято с АУКЦИОННОГО АВТО  Описание: как на фото цена за 2 шт;2140;http://pubimg03.softrazborki.net/phxcycul/2319.jpg,http://pubimg03.softrazborki.net/phxcycul/2320.jpg;В наличии;Оригинальные;2cd6b4c6-d068-4227-a806-32e33974b2e7
трубка кондиционера;Б.у.;Mercedes Benz;w203 2001-2007;;20383005;;;-;-;-;;Номер по складу: 2341 Примечание: в отличном состоянии!!!;535;http://pubimg03.softrazborki.net/phxcycul/3028.jpg,http://pubimg03.softrazborki.net/phxcycul/3029.jpg;В наличии;Оригинальные;cf95dc6a-a3b7-498e-b6a7-20ab107d338e
трубка кондиционера;Б.у.;Honda;CR-V 1996-2002;;rd1;;;-;-;-;;Номер по складу: 6370;428;http://pubimg03.softrazborki.net/phxcycul/14289.JPG;В наличии;Оригинальные;57436239-7885-4c81-9d3f-21ef07211864
трубка кондиционера;Б.у.;Mercedes Benz;;;w220;;;-;-;-;;Номер по складу: 6495;749;http://pubimg03.softrazborki.net/phxcycul/14477.JPG,http://pubimg03.softrazborki.net/phxcycul/14478.JPG,http://pubimg03.softrazborki.net/phxcycul/14479.JPG;В наличии;Оригинальные;d6b6102d-ec1b-4b7a-837c-1c2527e4ba8f
трубка кондиционера;Б.у.;Audi;;;4b5;;;-;-;-;;Номер по складу: 6343;1712;http://pubimg03.softrazborki.net/phxcycul/14245.JPG,http://pubimg03.softrazborki.net/phxcycul/14246.JPG,http://pubimg03.softrazborki.net/phxcycul/14247.JPG;В наличии;Оригинальные;a1202f5c-ecc0-426f-9325-26a4112556aa
трубка кондиционера;Б.у.;Nissan;Tiida C11 2007>;;c11;hr15de;2008;-;-;-;c42g;Номер по складу: 8326 Примечание: цена за штку;700;https://pubimg03.softrazborki.net/phxcycul/18023.JPG;В наличии;Оригинальные;8efa79ca-44f8-480a-9ada-26b7669496c9
трубка кондиционера;Б.у.;BMW;3-серия E90/E91 2005>;;1050;;;-;-;-;;Номер по складу: 4173;749;http://pubimg03.softrazborki.net/phxcycul/9164.jpg;В наличии;Оригинальные;ab8e3feb-a9d3-4ac5-81e5-22a60ca5e33a
трубка кондиционера;Б.у.;Opel;Astra H / Family 2004 >;;Astra;;;-;-;-;;Номер по складу: 6814 Примечание: В отличном состоянии, без пробега по РФ.;1500;http://pubimg03.softrazborki.net/phxcycul/15149.JPG;В наличии;Оригинальные;687023b2-4e98-4675-97d7-24ab58a2fe58
трубка кондиционера;Б.у.;BMW;3-серия E90/E91 2005>;;34;;;-;-;-;;Номер по складу: 4097 Примечание: в отличном состоянии  с датчиком;2140;http://pubimg03.softrazborki.net/phxcycul/8908.JPG,http://pubimg03.softrazborki.net/phxcycul/8909.JPG,http://pubimg03.softrazborki.net/phxcycul/8910.JPG,http://pubimg03.softrazborki.net/phxcycul/8911.JPG;В наличии;Оригинальные;63a6c8b1-94b2-4553-b59f-0770b5c724e9
