Наименование;Новый/Б.у;Марка;Модель;Кузов;Номер;Двигатель;Год;L-R;F-R;U-D;Цвет;Примечание;Цена;Фотография;Статус;Аутентичность;ID
трубка кондиционера;Б.у.;BMW;3-серия E46 1998-2005;;3;;;-;-;-;;Номер по складу: 3735 Примечание: в отличном состоянии!!!!!!!;1500;http://pubimg03.softrazborki.net/phxcycul/7662.jpg,http://pubimg03.softrazborki.net/phxcycul/7663.jpg,http://pubimg03.softrazborki.net/phxcycul/7664.jpg,http://pubimg03.softrazborki.net/phxcycul/7665.jpg;В наличии;Оригинальные;5fb27a68-74b5-47e5-8192-a46fc580f40b
кожух рулевой колонки;Б.у.;BMW;3-серия E46 1998-2005;;90138;;;L;-;-;;Номер по складу: 3734 Примечание: в отличном состояни;700;http://pubimg03.softrazborki.net/phxcycul/7657.jpg,http://pubimg03.softrazborki.net/phxcycul/7658.jpg,http://pubimg03.softrazborki.net/phxcycul/7659.jpg,http://pubimg03.softrazborki.net/phxcycul/7660.jpg,http://pubimg03.softrazborki.net/phxcycul/7661.jpg;В наличии;Оригинальные;f286f209-825c-46c7-86b0-7990fa6e2ae8
дифлектор воздуха;Б.у.;BMW;3-серия E46 1998-2005;;13;;;-;-;-;;Номер по складу: 3733 Примечание: подломаа направляшка   но не страшно!!! основные крепления  целые;200;http://pubimg03.softrazborki.net/phxcycul/7653.jpg,http://pubimg03.softrazborki.net/phxcycul/7654.jpg,http://pubimg03.softrazborki.net/phxcycul/7655.jpg,http://pubimg03.softrazborki.net/phxcycul/7656.jpg;В наличии;Оригинальные;71f82f40-752c-41d0-b67d-9ea4bb2618e7
блок кнопок стеклоподъемника;Б.у.;BMW;3-серия E46 1998-2005;;61318381518;;;-;-;-;;Номер по складу: 3732 Примечание: в отличном состояниИ!!!;900;http://pubimg03.softrazborki.net/phxcycul/7651.jpg,http://pubimg03.softrazborki.net/phxcycul/7652.jpg;В наличии;Оригинальные;b8e7541c-e1da-4c47-b4f9-6cdecc4962aa
блок кнопок стеклоподъемника;Б.у.;BMW;3-серия E46 1998-2005;;61318381514;;;-;-;-;;Номер по складу: 3731 Примечание: в отличном состоянии!!!;700;http://pubimg03.softrazborki.net/phxcycul/7648.jpg,http://pubimg03.softrazborki.net/phxcycul/7649.jpg,http://pubimg03.softrazborki.net/phxcycul/7650.jpg;В наличии;Оригинальные;80492a68-4280-4ddc-b637-e28cbbc709b3
пепельница;Б.у.;BMW;3-серия E46 1998-2005;;324315183589135981;;;-;F;-;;Номер по складу: 3730 Примечание: пепельница с бордачком ...   правый руль... на запчасти пойдет..;200;http://pubimg03.softrazborki.net/phxcycul/7644.jpg,http://pubimg03.softrazborki.net/phxcycul/7645.jpg,http://pubimg03.softrazborki.net/phxcycul/7646.jpg,http://pubimg03.softrazborki.net/phxcycul/7647.jpg;В наличии;Оригинальные;f1b0f6d0-586b-478b-8fed-654ceec743f3
кнопка asc;Б.у.;BMW;3-серия E46 1998-2005;;61316901591;;;-;-;-;;Номер по складу: 3729 Примечание: в отлчном состоянии!!!;500;http://pubimg03.softrazborki.net/phxcycul/7642.jpg,http://pubimg03.softrazborki.net/phxcycul/7643.jpg;В наличии;Оригинальные;75337c70-02b8-4e0a-b7b9-959bb13d0832
бардачок;Б.у.;BMW;3-серия E46 1998-2005;;514582231939;;;-;-;-;;Номер по складу: 3728 Примечание: в отличном состоянии!!!  правый руль... возможно встанет, можно на запчасти!)));200;http://pubimg03.softrazborki.net/phxcycul/7640.jpg,http://pubimg03.softrazborki.net/phxcycul/7641.jpg;В наличии;Оригинальные;9d3dd3e3-34c5-4135-9166-0a0363c9086a
дифлектор воздуха;Б.у.;BMW;3-серия E46 1998-2005;;64228361898,64228361897;;;-;-;-;;Номер по складу: 3727 Примечание: левый и правый   отличном состоянии  цена за шт!;200;http://pubimg03.softrazborki.net/phxcycul/7636.jpg,http://pubimg03.softrazborki.net/phxcycul/7637.jpg,http://pubimg03.softrazborki.net/phxcycul/7638.jpg,http://pubimg03.softrazborki.net/phxcycul/7639.jpg;В наличии;Оригинальные;eb2fbe3e-d555-4a65-af96-815e7c135146
дифлектор воздуха;Б.у.;BMW;3-серия E46 1998-2005;;64228361898,64228361897;;;-;-;-;;Номер по складу: 3726 Примечание: левый и правый   отличном состоянии  цена за шт!;200;http://pubimg03.softrazborki.net/phxcycul/7632.jpg,http://pubimg03.softrazborki.net/phxcycul/7633.jpg,http://pubimg03.softrazborki.net/phxcycul/7634.jpg,http://pubimg03.softrazborki.net/phxcycul/7635.jpg;В наличии;Оригинальные;9b3a371b-00e1-49b3-ac1f-a129f6e2b59a
блок управления климатической установкой;Б.у.;BMW;3-серия E46 1998-2005;;64116917004;;;-;-;-;;Номер по складу: 3725 Примечание: в отличном состояниии!!!! без пробега по рф!!!!;2800;http://pubimg03.softrazborki.net/phxcycul/7628.jpg,http://pubimg03.softrazborki.net/phxcycul/7629.jpg,http://pubimg03.softrazborki.net/phxcycul/7630.jpg,http://pubimg03.softrazborki.net/phxcycul/7631.jpg;В наличии;Оригинальные;c61d5c96-9bde-40b7-a674-795535758f12
козырек солнцезащитный (внутри);Б.у.;BMW;3-серия E46 1998-2005;;1313;;;-;-;-;;Номер по складу: 3724 Примечание: В оличном состоянии  левый   правый;300;http://pubimg03.softrazborki.net/phxcycul/7623.jpg,http://pubimg03.softrazborki.net/phxcycul/7624.jpg,http://pubimg03.softrazborki.net/phxcycul/7625.jpg,http://pubimg03.softrazborki.net/phxcycul/7626.jpg,http://pubimg03.softrazborki.net/phxcycul/7627.jpg;В наличии;Оригинальные;f3de8387-c936-433f-9cc0-0b4372fba4d3
козырек солнцезащитный (внутри);Б.у.;BMW;3-серия E46 1998-2005;;1313;;;-;-;-;;Номер по складу: 3723 Примечание: В оличном состоянии  левый   правый;300;http://pubimg03.softrazborki.net/phxcycul/7618.jpg,http://pubimg03.softrazborki.net/phxcycul/7619.jpg,http://pubimg03.softrazborki.net/phxcycul/7620.jpg,http://pubimg03.softrazborki.net/phxcycul/7621.jpg,http://pubimg03.softrazborki.net/phxcycul/7622.jpg;В наличии;Оригинальные;fe4ff124-4e0a-4014-b9d7-63ea9b17dee2
ручка салонная;Б.у.;BMW;3-серия E46 1998-2005;;13434344;;;-;-;-;;Номер по складу: 3722 Примечание: в отличном состоянии!!! цена за штуку;190;http://pubimg03.softrazborki.net/phxcycul/7616.jpg,http://pubimg03.softrazborki.net/phxcycul/7617.jpg;В наличии;Оригинальные;34da568b-3f92-4f80-be89-c26f3e5ea859
ручка салонная;Б.у.;BMW;3-серия E46 1998-2005;;13434344;;;-;-;-;;Номер по складу: 3721 Примечание: в отличном состоянии!!! цена за штуку;190;http://pubimg03.softrazborki.net/phxcycul/7614.jpg,http://pubimg03.softrazborki.net/phxcycul/7615.jpg;В наличии;Оригинальные;149e04d5-58a3-4b24-8e2a-8fa29c6106d2
ручка салонная;Б.у.;BMW;3-серия E46 1998-2005;;13434344;;;-;-;-;;Номер по складу: 3720 Примечание: в отличном состоянии!!! цена за штуку;190;http://pubimg03.softrazborki.net/phxcycul/7612.jpg,http://pubimg03.softrazborki.net/phxcycul/7613.jpg;В наличии;Оригинальные;406fba66-da84-4906-970b-1ddd903d6f0b
ручка салонная;Б.у.;BMW;3-серия E46 1998-2005;;13434344;;;-;-;-;;Номер по складу: 3719 Примечание: в отличном состоянии!!! цена за штуку;190;http://pubimg03.softrazborki.net/phxcycul/7610.jpg,http://pubimg03.softrazborki.net/phxcycul/7611.jpg;В наличии;Оригинальные;ed3f7a7c-7d80-47e8-a68c-99434024a06e
зеркало заднего вида(салонное);Б.у.;BMW;3-серия E46 1998-2005;;1242;;;-;R;-;;Номер по складу: 3718 Примечание: в отличном состоянии!!!;800;http://pubimg03.softrazborki.net/phxcycul/7608.jpg,http://pubimg03.softrazborki.net/phxcycul/7609.jpg;В наличии;Оригинальные;193cc570-1eb6-4dca-8df5-9deb067d11e6
панель приборов;Б.у.;BMW;3-серия E46 1998-2005;;6910286,0263606316;;;-;-;-;;Номер по складу: 3717 Примечание: рулевое колесо в отличном состоянии!!!;2650;http://pubimg03.softrazborki.net/phxcycul/7605.jpg,http://pubimg03.softrazborki.net/phxcycul/7606.jpg,http://pubimg03.softrazborki.net/phxcycul/7607.jpg;В наличии;Оригинальные;c4397623-1867-439c-874a-f8f2183d8b9c
подушка безопасности в рулевое колесо;Б.у.;BMW;3-серия E46 1998-2005;;12;;;;-;-;;Номер по складу: 3716 Примечание: Заряженая(патрон) ,в отличном состоянии;4500;http://pubimg03.softrazborki.net/phxcycul/7603.jpg,http://pubimg03.softrazborki.net/phxcycul/7604.jpg;В наличии;Оригинальные;13850039-ad06-4d8f-b4a2-1985304c3e59
блок управления светом;Б.у.;BMW;3-серия E46 1998-2005;;61314108586;;;-;-;-;;Номер по складу: 3715 Примечание: в идеале...;1000;http://pubimg03.softrazborki.net/phxcycul/7601.jpg,http://pubimg03.softrazborki.net/phxcycul/7602.jpg;В наличии;Оригинальные;fa21bcbe-60e6-4007-a4fa-2a59f018cdc3
переключатель поворотов подрулевой;Б.у.;BMW;3-серия E46 1998-2005;;8363668m;;;L;-;-;;Номер по складу: 3714 Примечание: в отличном состоянии;700;http://pubimg03.softrazborki.net/phxcycul/7597.jpg,http://pubimg03.softrazborki.net/phxcycul/7598.jpg,http://pubimg03.softrazborki.net/phxcycul/7599.jpg,http://pubimg03.softrazborki.net/phxcycul/7600.jpg;В наличии;Оригинальные;b5db81e4-8a1a-4aa7-8c98-39498a6fb1ff
переключатель стеклоочистителей;Б.у.;BMW;3-серия E46 1998-2005;;8363664m;;;-;-;-;;Номер по складу: 3713 Примечание: в отличном состоянии!!!;700;http://pubimg03.softrazborki.net/phxcycul/7593.jpg,http://pubimg03.softrazborki.net/phxcycul/7594.jpg,http://pubimg03.softrazborki.net/phxcycul/7595.jpg,http://pubimg03.softrazborki.net/phxcycul/7596.jpg;В наличии;Оригинальные;764a51e7-3dc7-45b3-973a-e66fdf2d8041
шлейф подрулевой;Б.у.;BMW;3-серия E46 1998-2005;;6131837644590;;;L;-;-;;Номер по складу: 3712 Примечание: в отличном состоянии!!!;1500;http://pubimg03.softrazborki.net/phxcycul/7589.jpg,http://pubimg03.softrazborki.net/phxcycul/7590.jpg,http://pubimg03.softrazborki.net/phxcycul/7591.jpg,http://pubimg03.softrazborki.net/phxcycul/7592.jpg;В наличии;Оригинальные;65069efc-20bb-40c9-b47e-9118bfa01932
амортизатор крышки багажника;Б.у.;BMW;3-серия E46 1998-2005;;51248254281;;;-;-;-;;Номер по складу: 3711 Примечание: цена за штуку!;500;http://pubimg03.softrazborki.net/phxcycul/7586.jpg,http://pubimg03.softrazborki.net/phxcycul/7587.jpg,http://pubimg03.softrazborki.net/phxcycul/7588.jpg;В наличии;Оригинальные;b57e960b-b04a-4708-b97d-d0a8124829c4
амортизатор крышки багажника;Б.у.;BMW;3-серия E46 1998-2005;;51248254281;;;-;-;-;;Номер по складу: 3710 Примечание: цена за штуку!;500;http://pubimg03.softrazborki.net/phxcycul/7583.jpg,http://pubimg03.softrazborki.net/phxcycul/7584.jpg,http://pubimg03.softrazborki.net/phxcycul/7585.jpg;В наличии;Оригинальные;966b592c-0dca-4e95-839c-8c485fab4313
запасное колесо (докатка);Б.у.;Toyota;Avensis II 2003-2008;;125/70/17;;;-;-;-;;Номер по складу: 3709 Примечание: новое!!!  125\70\17 toyota;1000;http://pubimg03.softrazborki.net/phxcycul/7580.jpg,http://pubimg03.softrazborki.net/phxcycul/7581.jpg,http://pubimg03.softrazborki.net/phxcycul/7582.jpg;В наличии;Оригинальные;bf0a77d1-92cf-4892-9dd6-94e4ba414543
диск колесный легкосплавный к-кт;Б.у.;Toyota;Avensis II 2003-2008;;dsfsdf,r17;;;-;-;-;;Номер по складу: 3708 Примечание: комплект дисков Toyota r17 c резиной .  резина износ 10-15% т.е в отличном состоянии.  Toyo 215/45/r17  можно по отдельности!!!  цену уточняйте у менеджера!!!;21000;http://pubimg03.softrazborki.net/phxcycul/7574.jpg,http://pubimg03.softrazborki.net/phxcycul/7575.jpg,http://pubimg03.softrazborki.net/phxcycul/7576.jpg,http://pubimg03.softrazborki.net/phxcycul/7577.jpg,http://pubimg03.softrazborki.net/phxcycul/7578.jpg,http://pubimg03.softrazborki.net/phxcycul/7579.jpg;В наличии;Оригинальные;f3e6b19c-2375-4061-8114-f94914c0b9ae
балка;Б.у.;Toyota;Avensis II 2003-2008;;223fd;;;-;-;-;;Номер по складу: 3707 Примечание: переднии балки подвески!!!   левая и правая ! цена за штуку;500;http://pubimg03.softrazborki.net/phxcycul/7570.jpg,http://pubimg03.softrazborki.net/phxcycul/7571.jpg,http://pubimg03.softrazborki.net/phxcycul/7572.jpg,http://pubimg03.softrazborki.net/phxcycul/7573.jpg;В наличии;Оригинальные;dcb7aa2c-d51f-4707-8944-33065561a0ca
балка;Б.у.;Toyota;Avensis II 2003-2008;;223fd;;;-;-;-;;Номер по складу: 3706 Примечание: переднии балки подвески!!!   левая и правая ! цена за штуку;500;http://pubimg03.softrazborki.net/phxcycul/7566.jpg,http://pubimg03.softrazborki.net/phxcycul/7567.jpg,http://pubimg03.softrazborki.net/phxcycul/7568.jpg,http://pubimg03.softrazborki.net/phxcycul/7569.jpg;В наличии;Оригинальные;b4634e4e-084d-41b7-a6ec-1e9be7a1c0fe
подрамник;Б.у.;Toyota;Avensis II 2003-2008;;21fa;;;-;F;-;;Номер по складу: 3705 Примечание: подрамник передний   в отличном состоянии...  без пробега по рф!!!  30 000 пробег авто!!!;3500;http://pubimg03.softrazborki.net/phxcycul/7560.jpg,http://pubimg03.softrazborki.net/phxcycul/7561.jpg,http://pubimg03.softrazborki.net/phxcycul/7562.jpg,http://pubimg03.softrazborki.net/phxcycul/7563.jpg,http://pubimg03.softrazborki.net/phxcycul/7564.jpg,http://pubimg03.softrazborki.net/phxcycul/7565.jpg;В наличии;Оригинальные;e7531dc6-4d09-4169-8860-6e07fc827c4d
рычаг;Б.у.;Toyota;Avensis II 2003-2008;;ewrq;;;-;F;-;;Номер по складу: 3704 Примечание: передний правый нижный!!!  в отличном состоянии!!!  без пробега по рф!;1800;http://pubimg03.softrazborki.net/phxcycul/7556.jpg,http://pubimg03.softrazborki.net/phxcycul/7557.jpg,http://pubimg03.softrazborki.net/phxcycul/7558.jpg,http://pubimg03.softrazborki.net/phxcycul/7559.jpg;В наличии;Оригинальные;e13fcb99-617e-4a53-a171-74d8df0483bd
